Series ID,Series Title,Year,Period,Label,Value
TUU10101AA01014236,Avg hrs per day - Watching TV,2015,A01,2015 Annual,2.78
TUU10101AA01014236,Avg hrs per day - Watching TV,2016,A01,2016 Annual,2.73
TUU10101AA01014236,Avg hrs per day - Watching TV,2017,A01,2017 Annual,2.77
TUU10101AA01014236,Avg hrs per day - Watching TV,2018,A01,2018 Annual,2.84
TUU10101AA01014236,Avg hrs per day - Watching TV,2019,A01,2019 Annual,2.81
TUU10101AA01014236,Avg hrs per day - Watching TV,2020,A01,2020 Annual,-
TUU10101AA01014236,Avg hrs per day - Watching TV,2021,A01,2021 Annual,2.86
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2003,A01,2003 Annual,1.32
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2004,A01,2004 Annual,1.3
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2005,A01,2005 Annual,1.31
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2006,A01,2006 Annual,1.27
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2007,A01,2007 Annual,1.33
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2008,A01,2008 Annual,1.35
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2009,A01,2009 Annual,1.39
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2010,A01,2010 Annual,1.33
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2011,A01,2011 Annual,1.33
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2012,A01,2012 Annual,1.39
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2013,A01,2013 Annual,1.38
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2014,A01,2014 Annual,1.38
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2015,A01,2015 Annual,1.38
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2016,A01,2016 Annual,1.42
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2017,A01,2017 Annual,1.43
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2018,A01,2018 Annual,1.39
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2019,A01,2019 Annual,1.36
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2020,A01,2020 Annual,-
TUU10101AA01042898,"Avg hrs per day - Caring for and helping household children, Parents of household children under 18 yrs",2021,A01,2021 Annual,1.43
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2003,A01,2003 Annual,7.58
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2004,A01,2004 Annual,7.61
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2005,A01,2005 Annual,7.54
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2006,A01,2006 Annual,7.6
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2007,A01,2007 Annual,7.57
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2008,A01,2008 Annual,7.59
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2009,A01,2009 Annual,7.48
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2010,A01,2010 Annual,7.5
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2011,A01,2011 Annual,7.64
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2012,A01,2012 Annual,7.65
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2013,A01,2013 Annual,7.58
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2014,A01,2014 Annual,7.75
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2015,A01,2015 Annual,7.6
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2016,A01,2016 Annual,7.63
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2017,A01,2017 Annual,7.69
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2018,A01,2018 Annual,7.62
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2019,A01,2019 Annual,7.62
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2020,A01,2020 Annual,-
TUU20101AA01002864,"Avg hrs per day for participants - Working, Employed",2021,A01,2021 Annual,7.75
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2003,A01,2003 Annual,67.6
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2004,A01,2004 Annual,68.1
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2005,A01,2005 Annual,67.8
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2006,A01,2006 Annual,68.8
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2007,A01,2007 Annual,69.5
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2008,A01,2008 Annual,68.1
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2009,A01,2009 Annual,68.2
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2010,A01,2010 Annual,68.2
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2011,A01,2011 Annual,68.1
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2012,A01,2012 Annual,68.1
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2013,A01,2013 Annual,68
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2014,A01,2014 Annual,68.8
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2015,A01,2015 Annual,68.1
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2016,A01,2016 Annual,68.4
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2017,A01,2017 Annual,67.2
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2018,A01,2018 Annual,67
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2019,A01,2019 Annual,67.8
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2020,A01,2020 Annual,-
TUU30105AA01002864,"Avg hrs per day for participants - Working, Employed",2021,A01,2021 Annual,67.8
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2003,A01,2003 Annual,17.3
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2004,A01,2004 Annual,17.5
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2005,A01,2005 Annual,17.4
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2006,A01,2006 Annual,17.1
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2007,A01,2007 Annual,18.5
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2008,A01,2008 Annual,17.9
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2009,A01,2009 Annual,18.2
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2010,A01,2010 Annual,18.5
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2011,A01,2011 Annual,18.6
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2012,A01,2012 Annual,19.3
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2013,A01,2013 Annual,18.6
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2014,A01,2014 Annual,19.1
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2015,A01,2015 Annual,20.4
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2016,A01,2016 Annual,20.9
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2017,A01,2017 Annual,19
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2018,A01,2018 Annual,19.1
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2019,A01,2019 Annual,19.3
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2020,A01,2020 Annual,-
TUU30105AA01014521,"Percent participating on an avg day - Participating in sports, exercise, and recreation (includes related waiting and security)",2021,A01,2021 Annual,21.5
